"EP","NA","NI","SI","SP","WP"
70.5405405405405,68.2919254658385,47.3492063492063,71.9326399036145,70.8409097380952,62.3247587811321
71.7486701170213,67.4629080118694,44.2413793103448,74.6136368106796,72.35181868,68.2139035894869
70.6746031746032,70.8496732026144,48.2037037037037,73.4777637266187,77.4194709291339,65.0443589667674
